tier,reachability_representative,metro,title,best_email,all_emails,phone,website,address,google_maps_link,socials_facebook,socials_instagram,socials_linkedin,socials_yelp,socials_tiktok,socials_youtube,owner_name,owner_title,owner_linkedin,pocs,primary_contact,primary_contact_channel
B,Douglas Clemmons,new york,Clemmons Law Firm,,,+1 917-561-7763,http://www.clemmonslawfirm.com/%20,"295 Madison Ave 12th floor, New York, NY 10017, United States",https://www.google.com/maps/place/Clemmons+Law+Firm/data=!4m7!3m6!1s0x89c25bf3baeb4b4b:0xddea1dfea46d42e6!8m2!3d40.7518554!4d-73.9794676!16s%2Fg%2F11qn63ck40!19sChIJS0vruvNbwokR5kJtpP4d6t0,,,,,,,Douglas Clemmons,Founder / Principal Attorney,https://www.linkedin.com/in/dougclemmons/,Douglas Clemmons,Douglas Clemmons,https://www.linkedin.com/in/dougclemmons/
B,Albert Togut,new york,"Togut, Segal & Segal LLP",,,+1 212-594-5000,https://www.togutlawfirm.com,"One Pennsylvania Plaza Suite 3335, New York, NY 10119, United States","https://www.google.com/maps/place/Togut,+Segal+%26+Segal+LLP/data=!4m7!3m6!1s0x89c259dcc19d4269:0x49c3cbb1d82a9dcf!8m2!3d40.7511059!4d-73.9925135!16s%2Fg%2F11fv1qkf07!19sChIJaUKdwdxZwokRz50q2LHLw0k",,,,,,,Albert Togut,Founding Partner,https://www.linkedin.com/in/albert-togut-48799b7/,Albert Togut,Albert Togut,https://www.linkedin.com/in/albert-togut-48799b7/
B,Douglas J. Pick,new york,Pick & Zabicki LLP,,,+1 212-695-6000,http://picklaw.net,"369 Lexington Ave Ste 1200, New York, NY 10017, United States",https://www.google.com/maps/place/Pick+%26+Zabicki+LLP/data=!4m7!3m6!1s0x89c25903dd4209d7:0xb3999696acbb6b7f!8m2!3d40.7506364!4d-73.9764436!16s%2Fg%2F1wk6_pdr!19sChIJ1wlC3QNZwokRf2u7rJaWmbM,,,,,,,Douglas J. Pick,Partner / Co-Founder,https://www.linkedin.com/in/douglas-pick-36865711/,Douglas J. Pick;Eric C. Zabicki,Douglas J. Pick,https://www.linkedin.com/in/douglas-pick-36865711/
B,Domenic Romano,new york,Romano Law,,,+1 516-518-3439,https://www.romanolaw.com,"One Battery Park Plaza, Battery Pl 7th Floor, New York, NY 10004, United States",https://www.google.com/maps/place/Romano+Law/data=!4m7!3m6!1s0x89c25a16a2cfaec5:0xdcdc988edead8318!8m2!3d40.7033758!4d-74.0138065!16s%2Fg%2F1hhwh83h5!19sChIJxa7PohZawokRGIOt3o6Y3Nw,https://www.facebook.com/RomanoLaw,https://www.instagram.com/romanolaw/,https://www.linkedin.com/company/romano-law-pllc,https://www.yelp.com/writeareview/biz/LjA0DTU2PcWtCs7N-zshpg,https://www.tiktok.com/@romanolaw,https://www.youtube.com/RomanoLawNYC,Domenic Romano,Founder & Managing Partner,https://www.linkedin.com/in/domenicromano/,Domenic Romano;Shaliz Sadig Romano,Domenic Romano,https://www.linkedin.com/in/domenicromano/
B,Jacob Silver,new york,"Jacob Silver, Attorney at Law",silverbankruptcy@gmail.com,silverbankruptcy@gmail.com,+1 516-374-1452,http://www.lidebtlawyer.com,"1225 Franklin Ave, Garden City, NY 11530, United States","https://www.google.com/maps/place/Jacob+Silver,+Attorney+at+Law/data=!4m7!3m6!1s0x89c27d435cc57999:0xfd873d69f5fc9455!8m2!3d40.7337599!4d-73.6352982!16s%2Fg%2F1tks772d!19sChIJmXnFXEN9wokRVZT89Wk9h_0",,,,,,,Jacob Silver,Owner / Founder (Bankruptcy Attorney),,Jacob Silver,Jacob Silver,
B,Jeb Singer,new york,"J. Singer Law Group, PLLC",,,+1 866-330-0051,http://www.singerlawgroup.com,"1 Liberty St 23 floor Suite 2327, New York, NY 10006, United States","https://www.google.com/maps/place/J.+Singer+Law+Group,+PLLC/data=!4m7!3m6!1s0x89c25b76d3a5a391:0x7b76bf337b7cb458!8m2!3d40.7097216!4d-74.0108062!16s%2Fg%2F11spdmczdt!19sChIJkaOl03ZbwokRWLR8ezO_dns",,https://www.instagram.com/j_singer_law_group/,https://www.linkedin.com/company/j.-singer-law-group-pll;https://www.linkedin.com/in/jeb-singer-4849805/,,,https://www.youtube.com/@J.SingerLawGroupPLLC,Jeb Singer,Managing Partner,https://www.linkedin.com/in/jeb-singer-4849805/,Stephanie Meltzer;Jeb Singer,Jeb Singer,https://www.linkedin.com/in/jeb-singer-4849805/
B,Kenneth J. Katz,new york,Katz Melinger PLLC,,,,https://www.katzmelinger.com,"370 Lexington Ave rm 1512, New York, NY 10017, United States",https://www.google.com/maps/place/Katz+Melinger+PLLC/data=!4m7!3m6!1s0x89c25900e37a7e57:0x444b292f202fea5b!8m2!3d40.7506993!4d-73.976966!16s%2Fg%2F11b6hy74b1!19sChIJV3564wBZwokRW-ovIC8pS0Q,,,,,,,Kenneth J. Katz,Founding Member and Managing Partner,https://www.linkedin.com/in/kenneth-katz-5a4a471/,Kenneth J. Katz;Nicole D. Grunfeld,Kenneth J. Katz,https://www.linkedin.com/in/kenneth-katz-5a4a471/
B,Thomas P. Giuffra,new york,Rheingold Giuffra Ruffo Plotkin & Hellman LLP,,,+1 866-579-7294,https://www.rheingoldlaw.com,"551 5th Ave 29th floor, New York, NY 10017, United States",https://www.google.com/maps/place/Rheingold+Giuffra+Ruffo+Plotkin+%26+Hellman+LLP/data=!4m7!3m6!1s0x89c25906c50bebd5:0x50f21db60fd1c98c!8m2!3d40.755375!4d-73.978901!16s%2Fg%2F1tfjgfxc!19sChIJ1esLxQZZwokRjMnRD7Yd8lA,,,,,,,Thomas P. Giuffra,"Name Partner / Senior Trial Attorney, Rheingold Giuffra Ruffo Plotkin & Hellman LLP",https://www.linkedin.com/in/thomas-p-giuffra-529b4929/,Thomas P. Giuffra;David B. Rheingold;Edward A. Ruffo,Thomas P. Giuffra,https://www.linkedin.com/in/thomas-p-giuffra-529b4929/
B,Daniel H. Weberman,new york,"Daniel H. Weberman, Attorney at Law",,,+1 516-461-3142,https://www.dhweberman.com,"347 5th Ave #1402, New York, NY 10016, United States","https://www.google.com/maps/place/Daniel+H.+Weberman,+Attorney+at+Law/data=!4m7!3m6!1s0x89c25925f068a417:0x3f16a23cdecd6999!8m2!3d40.7479973!4d-73.9852659!16s%2Fg%2F11l2gz4pvh!19sChIJF6Ro8CVZwokRmWnN3jyiFj8",,,,,,,Daniel H. Weberman,Founder / Principal Attorney,https://www.linkedin.com/in/dweberman/,Daniel H. Weberman,Daniel H. Weberman,https://www.linkedin.com/in/dweberman/
B,Jack Weissman,new york,"Jack Weissman, Attorney at Law",jackweissman1@gmail.com,jackweissman1@gmail.com,+1 516-774-3231,http://www.weissmanelderlaw.com,"1222 E 12th St, Brooklyn, NY 11230, United States","https://www.google.com/maps/place/Jack+Weissman,+Attorney+at+Law/data=!4m7!3m6!1s0x89c244c6c5945c03:0x1588af21fdf2f6e4!8m2!3d40.61947!4d-73.96343!16s%2Fg%2F11bbrkyjj9!19sChIJA1yUxcZEwokR5Pby_SGviBU",,,,,,,Jack Weissman,Attorney / Owner,,Jack Weissman,Jack Weissman,
B,Richard M. Kenny,new york,The Law Office of Richard M. Kenny,,,+1 844-655-3332,https://www.rmkinjurylaw.com/bronx-personal-injury-lawyer,"151 E Tremont Ave, Bronx, NY 10453, United States",https://www.google.com/maps/place/The+Law+Office+of+Richard+M.+Kenny/data=!4m7!3m6!1s0x89c2f598caac562d:0xe428065c4fd23822!8m2!3d40.8502866!4d-73.9066168!16s%2Fg%2F11vk7w9n70!19sChIJLVasypj1wokRIjjST1wGKOQ,,,,,,,Richard M. Kenny,Founder / Principal Owner & Senior Partner,https://www.linkedin.com/in/richard-kenny-9231361b,Richard M. Kenny;James P. Lundy,Richard M. Kenny,https://www.linkedin.com/in/richard-kenny-9231361b
B,Jacob Uriel,new york,"Uriel Criminal Defense, P.C.",info@lawuriel.com,info@lawuriel.com,+1 866-449-9475,https://www.lawuriel.com,"540 Court St #4011, Brooklyn, NY 11231, United States","https://www.google.com/maps/place/Uriel+Criminal+Defense,+P.C./data=!4m7!3m6!1s0x89c25b54dbc1deef:0xfb7bcbdf7fd7c6c3!8m2!3d40.6754545!4d-73.999455!16s%2Fg%2F11k4s0j4c0!19sChIJ797B21RbwokRw8bXf9_Le_s",,,,,,,Jacob Uriel,"Founder / Owner, Uriel Criminal Defense, P.C.",https://www.linkedin.com/in/jacob-uriel-33a5536/,Jacob Uriel,Jacob Uriel,https://www.linkedin.com/in/jacob-uriel-33a5536/
B,Edward T. McIntyre,new york,"McIntyre, Donohue, Accardi, Salmonson, & Riordan",,,+1 866-557-7500,http://nycomplaw.com,"1578 Williamsbridge Rd, Bronx, NY 10461, United States","https://www.google.com/maps/place/McIntyre,+Donohue,+Accardi,+Salmonson,+%26+Riordan/data=!4m7!3m6!1s0x89c2f4ae7da50a1f:0xd081144e951fea68!8m2!3d40.8468147!4d-73.8483503!16s%2Fg%2F11bbw__v_t!19sChIJHwqlfa70wokRaOoflU4UgdA",,,,,,,Edward T. McIntyre,Partner / Name Partner,,Edward T. McIntyre;Scott Salmonson,Edward T. McIntyre,
B,Paul D'Emilia,new york,D'Emilia Law,,,+1 888-336-4542,http://demilialaw.com,"30 Wall St 12th Floor, New York, NY 10005, United States",https://www.google.com/maps/place/D%27Emilia+Law/data=!4m7!3m6!1s0x89c25a1702575a47:0x9946a632864ec7bc!8m2!3d40.7069144!4d-74.0101647!16s%2Fg%2F11fjbr02_k!19sChIJR1pXAhdawokRvMdOhjKmRpk,https://www.facebook.com/demilialaw,,https://www.linkedin.com/company/d-emilia-law/;https://www.linkedin.com/in/paul-d-emilia-b709b1b7/,,,,Paul D'Emilia,Founder / Attorney,https://www.linkedin.com/in/paul-d-emilia-b709b1b7/,Paul D'Emilia;Kendra Monte,Paul D'Emilia,https://www.linkedin.com/in/paul-d-emilia-b709b1b7/
B,Scott M. Thomas,new york,Thomas Law Firm PLLC,,,,https://thomaslawfirm.co,"175 Varick St, New York, NY 10014, United States",https://www.google.com/maps/place/Thomas+Law+Firm+PLLC/data=!4m7!3m6!1s0x89c2598d38090bc1:0x6c36a5be265ade84!8m2!3d40.727424!4d-74.005712!16s%2Fg%2F11yf_sbbq!19sChIJwQsJOI1ZwokRhN5aJr6lNmw,,,,,,,Scott M. Thomas,Founder / Owner,https://www.linkedin.com/in/scottthomasesq/,Scott M. Thomas,Scott M. Thomas,https://www.linkedin.com/in/scottthomasesq/
B,Taylor J. Crabill,new york,Crabill PLLC - Employment Lawyers,,,,https://crabilllawfirm.com,"71-01 Austin St, Forest Hills, NY 11375, United States",https://www.google.com/maps/place/Crabill+PLLC+-+Employment+Lawyers/data=!4m7!3m6!1s0x4661b1753b081d6b:0xfb9e4d05c34289f0!8m2!3d40.7202037!4d-73.8445418!16s%2Fg%2F11y571knvb!19sChIJax0IO3WxYUYR8IlCwwVNnvs,,,https://www.linkedin.com/in/taylor-crabill/,,,,Taylor J. Crabill,Founder / Attorney,https://www.linkedin.com/in/taylor-crabill/,Why You Should Choose Us;Taylor J. Crabill,Taylor J. Crabill,https://www.linkedin.com/in/taylor-crabill/
B,Vincent Miletti,new york,"The Law Office of Vincent Miletti, Esq.",,,+1 609-293-5928,https://milettilaw.com,"2139 E 3rd St, New York, NY 11223, United States","https://www.google.com/maps/place/The+Law+Office+of+Vincent+Miletti,+Esq./data=!4m7!3m6!1s0x89c245f01721cd55:0x1614ffa2d706698!8m2!3d40.7356266!4d-74.1733478!16s%2Fg%2F11mw7jlhpd!19sChIJVc0hF_BFwokRmGZwLfpPYQE",,,,,,,Vincent Miletti,Owner / Lead Partner,https://www.linkedin.com/in/vincent-miletti-esq-45a36514/,Vincent Miletti,Vincent Miletti,https://www.linkedin.com/in/vincent-miletti-esq-45a36514/
B,Oliver C. Minott,new york,The Law Offices of Oliver C. Minott,alysonminottlawfirm@gmail.com,alysonminottlawfirm@gmail.com,+1 866-683-4200,http://nyworkerscompattorney.com,"50 Court St #1000, Brooklyn, NY 11201, United States",https://www.google.com/maps/place/The+Law+Offices+of+Oliver+C.+Minott/data=!4m7!3m6!1s0x89c25a492eec5905:0x8f32b697724cbe00!8m2!3d40.6924204!4d-73.9913282!16s%2Fg%2F1264dwy48!19sChIJBVnsLklawokRAL5Mcpe2Mo8,,,,,,,Oliver C. Minott,Founder,,Oliver C. Minott;Alyson E. Minott;Earl Antonio Wilson,Oliver C. Minott,
B,Adam J. Stein,new york,The Stein Law Group,steinlawgroup@gmail.com,steinlawgroup@gmail.com,+1 516-689-1595,https://thesteinlawgroup.com/mott-haven-personal-injury-lawyer,"486 E 138th St, Bronx, NY 10454, United States",https://www.google.com/maps/place/The+Stein+Law+Group/data=!4m7!3m6!1s0x89c2f51edede5eff:0x9904e646c62383d!8m2!3d40.8078276!4d-73.9202582!16s%2Fg%2F11f6dr0y80!19sChIJ_17e3h71wokRPThibGROkAk,,,,,,,Adam J. Stein,Founder and Managing Director,,Adam J. Stein;Ryan Klein;Concourse Village,Adam J. Stein,steinlawgroup@gmail.com
B,Ronald D. Weiss,new york,Ronald D Weiss PC,,,+1 631-271-3737,http://www.ny-bankruptcy.com,"61-43 186th St, Fresh Meadows, NY 11365, United States",https://www.google.com/maps/place/Ronald+D+Weiss+PC/data=!4m7!3m6!1s0x89c2610e3d8eb4cb:0x1174e56bc9b45e57!8m2!3d40.7390782!4d-73.7876333!16s%2Fg%2F11qbk484z5!19sChIJy7SOPQ5hwokRV160yWvldBE,,,,,,,Ronald D. Weiss,Founder / Principal Attorney,https://www.linkedin.com/in/ronald-weiss-21ba1a80/,Ronald D. Weiss,Ronald D. Weiss,https://www.linkedin.com/in/ronald-weiss-21ba1a80/
C,Joseph A. Romano,new york,"Law Offices of Joseph A. Romano, P.C.",marketing@romanoatlaw.com,marketing@romanoatlaw.com;vtoribio@romanoatlaw.com,+1 855-965-1515,http://www.romanoatlaw.com,"1776 Eastchester Rd Suite 125, Bronx, NY 10461, United States","https://www.google.com/maps/place/Law+Offices+of+Joseph+A.+Romano,+P.C./data=!4m7!3m6!1s0x89c2f4ab45c5b9f3:0x63a784217def31d7!8m2!3d40.8494193!4d-73.8429704!16s%2Fg%2F11b6t433p1!19sChIJ87nFRav0wokR1zHvfSGEp2M",https://www.facebook.com/RomanoAtLaw;https://www.facebook.com/RomanoAtLaw/,https://www.instagram.com/romano_at_law/?hl=en,https://www.linkedin.com/company/the-law-offices-of-joseph-a-romano/,,,,Joseph A. Romano,Founder / Owner,,Joseph A. Romano;Christopher Romano,Joseph A. Romano,https://www.facebook.com/RomanoAtLaw/
C,Mikhail Yadgarov,new york,"Mikhail Yadgarov & Associates, P.C.",info@myadgarovlaw.com,info@myadgarovlaw.com;my-logo@2x-gold-320x72.png;my-logo@2x-gold.png,+1 718-333-0812,https://myadgarovlaw.com,"1111 Avenue U 2nd FL, Brooklyn, NY 11223, United States","https://www.google.com/maps/place/Mikhail+Yadgarov+%26+Associates,+P.C./data=!4m7!3m6!1s0x89c24506185c3501:0x5daed225240d1c53!8m2!3d40.5986347!4d-73.9607338!16s%2Fg%2F1z44b5z1j!19sChIJATVcGAZFwokRUxwNJCXSrl0",https://www.facebook.com/myadgarovlaw,,https://www.linkedin.com/company/76507777;https://www.linkedin.com/company/76507777/,,,,Mikhail Yadgarov,Founder / Managing Partner,,Mikhail Yadgarov;Top Medical;Top Personal,Mikhail Yadgarov,info@myadgarovlaw.com
C,Jonathan D'Agostino,new york,Jonathan D'Agostino & Associates,epavia@daglawteam.com,epavia@daglawteam.com;gdevora@daglawteam.com;gschwartz@daglawteam.com;jdagostino@daglawteam.com;jhowe@daglawteam.com;jrdagostino@daglawteam.com;tryan@daglawteam.com,+1 718-967-1600,https://daglawteam.com,"3309 Richmond Ave, Staten Island, NY 10312, United States",https://www.google.com/maps/place/Jonathan+D%27Agostino+%26+Associates/data=!4m7!3m6!1s0x89c24ba73070cf2b:0x62811e7fdc4210b!8m2!3d40.5568707!4d-74.1506003!16s%2Fg%2F1tm13j26!19sChIJK89wMKdLwokRCyHE_ecRKAY,https://www.facebook.com/dagostinolaw,,,,,https://www.youtube.com/channel/UCyODtLhtdC1EkfqZgwYAZXA,Jonathan D'Agostino,Founder / President,,Jonathan D'Agostino;Jon Ryan D'Agostino;Jenna D'Agostino,Jonathan D'Agostino,https://www.facebook.com/dagostinolaw/
C,,new york,Workers Compensation Board,wcbwebmaster@wcb.ny.gov,wcbwebmaster@wcb.ny.gov;advinjwkr@wcb.ny.gov;advocatebusiness@wcb.ny.gov;cms1500@wcb.ny.gov;disputedmedicalbills@wcb.ny.gov;eclaims@wcb.ny.gov;inspector.general@ig.ny.gov;languageaccesscoordinator@wcb.ny.gov;mdo@wcb.ny.gov;officeofgeneralcounsel@wcb.ny.gov;officeofsecretary@wcb.ny.gov;publicinfo@wcb.ny.gov;recordsaccess@wcb.ny.gov;socialworkers@wcb.ny.gov;vocrehab@wcb.ny.gov;wcbclaimsfiling@wcb.ny.gov;wcbtechnicalsupport@wcb.ny.gov,+1 877-632-4996,http://www.wcb.ny.gov,"60 Bay St #8, Staten Island, NY 10301, United States",https://www.google.com/maps/place/Workers+Compensation+Board/data=!4m7!3m6!1s0x89c24fd2bea778e7:0x406917cc8c0ea258!8m2!3d40.640468!4d-74.0759774!16s%2Fg%2F1tc_rx_j!19sChIJ53invtJPwokRWKIOjMwXaUA,https://www.facebook.com/NYSWCB/,https://www.instagram.com/nysworkerscompboard/,https://www.linkedin.com/company/new-york-state-workers-compensation-board/,,,https://www.youtube.com/c/newyorkstateworkerscompensationboard,,,,,,
C,Evan Rogers,new york,"Evan Rogers Law, P.C.",Evan@EvanRogersLaw.com,Evan@EvanRogersLaw.com;evan@evanrogerslaw.com,+1 718-994-1640,https://evanrogerslaw.com,"4419 White Plains Rd, Bronx, NY 10470, United States","https://www.google.com/maps/place/Evan+Rogers+Law,+P.C./data=!4m7!3m6!1s0x89c2f2d9fc868eb9:0x32a97c6054828725!8m2!3d40.899059!4d-73.854164!16s%2Fg%2F1thq1mz6!19sChIJuY6G_NnywokRJYeCVGB8qTI",https://www.facebook.com/EvanRogersLaw/,,https://www.linkedin.com/company/evanrogerslaw/,,,https://www.youtube.com/@evanrogerslaw;https://www.youtube.com/channel/UC2iiz4op1LzHGS4FLqfb58A,Evan Rogers,Owner / Founding Attorney,,Evan Rogers;Real Estate;Westchester NY,Evan Rogers,Evan@EvanRogersLaw.com
C,Yuriy Prakhin,new york,"Law Office Of Yuriy Prakhin, P.C.",yp@prakhinlaw.com,yp@prakhinlaw.com,+1 718-946-5099,http://www.prakhinlaw.com,"1883 86th St, Brooklyn, NY 11214, United States","https://www.google.com/maps/place/Law+Office+Of+Yuriy+Prakhin,+P.C./data=!4m7!3m6!1s0x89c245711b50e03b:0xb066a5edaf786bb1!8m2!3d40.6061372!4d-74.0004826!16s%2Fg%2F1tdfzmw7!19sChIJO-BQG3FFwokRsWt4r-2lZrA",https://www.facebook.com/lawofficeofyuriyprakhin/,https://www.instagram.com/prakhinlawsocial/,,,,,Yuriy Prakhin,Founder / Owner,,Gil Zohar;Yuriy Prakhin,Yuriy Prakhin,https://www.facebook.com/lawofficeofyuriyprakhin/
C,Mario Gallucci,new york,The Gallucci Law Firm,Mario@galluccilawfirm.com,Mario@galluccilawfirm.com;mario@galluccilawfirm.com,+1 888-369-0674,https://www.galluccilawfirm.com,"1110 South Ave #29, Staten Island, NY 10314, United States",https://www.google.com/maps/place/The+Gallucci+Law+Firm/data=!4m7!3m6!1s0x89c24c47fb2d5a67:0x3e2e0303dfae0d62!8m2!3d40.61396!4d-74.176957!16s%2Fg%2F1tgc0pgt!19sChIJZ1ot-0dMwokRYg2u3wMDLj4,https://www.facebook.com/GallucciLawFirm/;https://www.facebook.com/TheGallucciLawFirm/,https://www.instagram.com/galluccilawfirm/,https://www.linkedin.com/company/the-gallucci-law-firm/,,,,Mario Gallucci,Founder / Owner,,Criminal Defense;Mario Gallucci;Staten Island;Experience When,Mario Gallucci,Mario@galluccilawfirm.com
C,Richard S. Jaffe,new york,Law Office Of Cohen & Jaffe – Long Island Personal Injury Lawyers,Mask-Group-21@2x-scaled.jpg,Mask-Group-21@2x-scaled.jpg;Mask-Group-22@2x-scaled.jpg;mask-group-21@2x-scaled.jpg;mask-group-22@2x-scaled.jpg,+1 516-882-3538,https://www.cohenjaffe.com,"2001 Marcus Ave W295, New Hyde Park, NY 11042, United States",https://www.google.com/maps/place/Law+Office+Of+Cohen+%26+Jaffe+%E2%80%93+Long+Island+Personal+Injury+Lawyers/data=!4m7!3m6!1s0x89c28828d81f75af:0xee735fbd46b377!8m2!3d40.7555316!4d-73.689838!16s%2Fg%2F1tf329fb!19sChIJr3Uf2CiIwokRd7NGvV9z7gA,http://www.facebook.com/lcjlawfirm,https://www.instagram.com/cohenjaffe/,https://www.linkedin.com/company/law-office-of-cohen-&-jaffe-llp/,https://www.yelp.com/biz/law-office-of-cohen-and-jaffe-llp-new-hyde-park,https://www.tiktok.com/@richardsjjaffe,https://www.youtube.com/channel/UCpn-ymWt173grog83cb0RtQ,Richard S. Jaffe,Managing Partner,,Richard S. Jaffe;Stephen M. Cohen;Stephen B. Tiger,Richard S. Jaffe,https://www.linkedin.com/company/law-office-of-cohen-&-jaffe-llp/
C,Viktoria Beress,new york,Beress & Zalkind PLLC,info@bzlawgroup.com,info@bzlawgroup.com;kate@bzlawgroup.com,+1 718-513-3588,http://www.bzlawgroup.com,"2640 E 14th St # C1, Brooklyn, NY 11235, United States",https://www.google.com/maps/place/Beress+%26+Zalkind+PLLC/data=!4m7!3m6!1s0x89c2447900f7a4e7:0xf6e0fc6acbd40a2d!8m2!3d40.5868651!4d-73.9553842!16s%2Fg%2F11b8tfrhmk!19sChIJ56T3AHlEwokRLQrUy2r84PY,https://www.facebook.com/beresszalkind/;https://www.facebook.com/pg/beresszalkind/reviews/,,https://www.linkedin.com/company/beress-&-zalkind-pllc/,,,https://www.youtube.com/channel/UCSqhNtmQmJXsEDSTYf1vAMA,Viktoria Beress,Founding Partner,,Kathrine Boyko;Viktoria Beress;Ella Zalkind,Viktoria Beress,info@bzlawgroup.com
C,,new york,Samuel Law Firm,michael@thesamuellawfirm.com,michael@thesamuellawfirm.com,+1 516-957-2131,https://thesamuellawfirm.com,"38 W 32nd St #1110, New York, NY 10001, United States",https://www.google.com/maps/place/Samuel+Law+Firm/data=!4m7!3m6!1s0x89c259a8dd8ac6f1:0xd773a0c801ba6967!8m2!3d40.7474617!4d-73.9876476!16s%2Fg%2F1tcz9728!19sChIJ8caK3ahZwokRZ2m6Acigc9c,https://www.facebook.com/,,,,,,,,,,,
C,,new york,The Law Firm of Dmitriy Shakhnevich PLLC,ds@dshaklaw.com,ds@dshaklaw.com,+1 212-913-9703,http://www.dshaklaw.com,"305 Broadway #210, New York, NY 10007, United States",https://www.google.com/maps/place/The+Law+Firm+of+Dmitriy+Shakhnevich+PLLC/data=!4m7!3m6!1s0x89c2447900f7a4e7:0xcfb21a0cfa7f58ae!8m2!3d40.7155282!4d-74.0055765!16s%2Fg%2F11bbrh4t_y!19sChIJ56T3AHlEwokRrlh_-gwass8,https://www.facebook.com/dshaklaw,http://instagram.com/dshaklaw,http://www.linkedin.com/pub/dmitriy-shakhnevich/49/643/2ba,https://www.yelp.com/biz/the-law-firm-of-dmitriy-shakhnevich-new-york-4,https://www.tiktok.com/@dshaklaw?lang=en,https://www.youtube.com/channel/UCGmlC82kiQslgiUMljCx6Tw,,,,,,
C,Steven A. Serna,new york,Law Offices of Steven A Serna,law@sernaesq.com,law@sernaesq.com,+1 201-392-0303,http://www.sernalegal.com,"5300 Bergenline Ave #300, West New York, NJ 07093, United States",https://www.google.com/maps/place/Law+Offices+of+Steven+A+Serna/data=!4m7!3m6!1s0x89c25819f6f399db:0x6144075eff623268!8m2!3d40.784618!4d-74.019015!16s%2Fg%2F1w0p6jz6!19sChIJ25nz9hlYwokRaDJi_14HRGE,https://www.facebook.com/SernaLawFirm,,,,,http://www.youtube.com/SernaLawFirm,Steven A. Serna,Founder / Owner,,Steven A. Serna,Steven A. Serna,law@sernaesq.com
C,Jeffrey F.P. Borrell,new york,"Borrell & Riso, LLP",lawfirm@borrellandriso.com,lawfirm@borrellandriso.com,+1 718-667-8600,https://www.borrellandriso.com,"1500 Hylan Blvd, Staten Island, NY 10305, United States","https://www.google.com/maps/place/Borrell+%26+Riso,+LLP/data=!4m7!3m6!1s0x89c24edd5f0cf8cf:0x3c531a3a7f9eceb4!8m2!3d40.5915217!4d-74.0874978!16s%2Fg%2F1td1qsz_!19sChIJz_gMX91OwokRtM6efzoaUzw",https://www.facebook.com/share.php?u=http://borrellandriso.com/,,https://www.linkedin.com/shareArticle?mini=true&url=http%3A%2F%2Fborrellandriso%2Ecom%2F,,,,Jeffrey F.P. Borrell,Founder / Partner,,Jeffrey F.P. Borrell;John Riso;Jeffrey F.G. Borrell,Jeffrey F.P. Borrell,https://www.linkedin.com/shareArticle?mini=true&url=http%3A%2F%2Fborrellandriso%2Ecom%2F
C,Ross Cellino,new york,Cellino Law Injury Attorneys,lead@cellinolaw.com,lead@cellinolaw.com,+1 718-550-1692,https://www.cellinolaw.com/manhattan,"420 Lexington Ave #2001, New York, NY 10170, United States",https://www.google.com/maps/place/Cellino+Law+Injury+Attorneys/data=!4m7!3m6!1s0x89c259e9625c2a93:0x53a6a21b099b5d24!8m2!3d40.7527814!4d-73.9759322!16s%2Fg%2F11lrg8g196!19sChIJkypcYulZwokRJF2bCRuiplM,https://www.facebook.com/CellinoLaw/,https://www.instagram.com/cellinolaw/,https://www.linkedin.com/company/cellinolaw/,,https://www.tiktok.com/@officialcellinolaw,https://www.youtube.com/channel/UCfZ1_Xh6_ULid-LPvSlw4uw,Ross Cellino,Founding / Name Partner,,Ross Cellino;Timothy Cellino;Injury Victim,Ross Cellino,https://www.linkedin.com/company/cellinolaw/
C,Victor Knapp,new york,Law Offices of Victor Knapp,,,+1 718-263-9000,https://victorknapp.com,"125-10 Queens Blvd #323, Kew Gardens, NY 11415, United States",https://www.google.com/maps/place/Law+Offices+of+Victor+Knapp/data=!4m7!3m6!1s0x89c260bd9c0e92c7:0xfa2633ab9a3ac887!8m2!3d40.7121801!4d-73.8266963!16s%2Fg%2F1yfh_j4p4!19sChIJx5IOnL1gwokRh8g6mqszJvo,https://www.facebook.com/victorknappesq,,,,,,Victor Knapp,Founding Attorney / Owner,,Victor Knapp,Victor Knapp,NewClient@VictorKnapp.com
C,Paul D. Petrus Jr.,new york,"The Law Office of Paul D. Petrus, Jr.",paul@petruslaw.com,paul@petruslaw.com;sn_logo@500.webp,+1 212-564-2440,http://www.petruslaw.com,"420 Lexington Ave Suite 2450, New York, NY 10170, United States","https://www.google.com/maps/place/The+Law+Office+of+Paul+D.+Petrus,+Jr./data=!4m7!3m6!1s0x89c259a9aeac79c7:0x2bee11bc5e58cb2d!8m2!3d40.7527328!4d-73.9759172!16s%2Fg%2F1tj5m20q!19sChIJx3msrqlZwokRLctYXrwR7is",https://www.facebook.com/Paul-D-Petrus-Jr-Associates-PC-197668460290493/,,,,,https://www.youtube.com/channel/UC4XI3rXF_q4wjC8mIwxvqQg;https://www.youtube.com/watch?v=_KWeBoLbncI;https://www.youtube.com/watch?v=fXgDDw_plzs,Paul D. Petrus Jr.,Founder / Principal Attorney,,Paul D. Petrus Jr.,Paul D. Petrus Jr.,paul@petruslaw.com
